"","sampledate","Chla_ugL","Yr","daynum"
"128",2012-05-07,1.14615384615385,2012,128
"129",2012-05-08,1.25384615384615,2012,129
"130",2012-05-09,1.36153846153846,2012,130
"131",2012-05-10,1.46923076923077,2012,131
"132",2012-05-11,1.57692307692308,2012,132
"133",2012-05-12,1.68461538461538,2012,133
"134",2012-05-13,1.79230769230769,2012,134
"135",2012-05-14,1.9,2012,135
"136",2012-05-15,1.82666666666667,2012,136
"137",2012-05-16,1.75333333333333,2012,137
"138",2012-05-17,1.68,2012,138
"139",2012-05-18,1.60666666666667,2012,139
"140",2012-05-19,1.53333333333333,2012,140
"141",2012-05-20,1.46,2012,141
"142",2012-05-21,1.38666666666667,2012,142
"143",2012-05-22,1.31333333333333,2012,143
"144",2012-05-23,1.24,2012,144
"145",2012-05-24,1.16666666666667,2012,145
"146",2012-05-25,1.09333333333333,2012,146
"147",2012-05-26,1.02,2012,147
"148",2012-05-27,0.946666666666667,2012,148
"149",2012-05-28,0.873333333333333,2012,149
"150",2012-05-29,0.8,2012,150
"151",2012-05-30,1.03846153846154,2012,151
"152",2012-05-31,1.27692307692308,2012,152
"153",2012-06-01,1.51538461538462,2012,153
"154",2012-06-02,1.75384615384615,2012,154
"155",2012-06-03,1.99230769230769,2012,155
"156",2012-06-04,2.23076923076923,2012,156
"157",2012-06-05,2.46923076923077,2012,157
"158",2012-06-06,2.70769230769231,2012,158
"159",2012-06-07,2.94615384615385,2012,159
"160",2012-06-08,3.18461538461538,2012,160
"161",2012-06-09,3.42307692307692,2012,161
"162",2012-06-10,3.66153846153846,2012,162
"163",2012-06-11,3.9,2012,163
"164",2012-06-12,4.06428571428571,2012,164
"165",2012-06-13,4.22857142857143,2012,165
"166",2012-06-14,4.39285714285714,2012,166
"167",2012-06-15,4.55714285714286,2012,167
"168",2012-06-16,4.72142857142857,2012,168
"169",2012-06-17,4.88571428571429,2012,169
"170",2012-06-18,5.05,2012,170
"171",2012-06-19,5.21428571428571,2012,171
"172",2012-06-20,5.37857142857143,2012,172
"173",2012-06-21,5.54285714285714,2012,173
"174",2012-06-22,5.70714285714286,2012,174
"175",2012-06-23,5.87142857142857,2012,175
"176",2012-06-24,6.03571428571429,2012,176
"177",2012-06-25,6.2,2012,177
"178",2012-06-26,5.89333333333333,2012,178
"179",2012-06-27,5.58666666666667,2012,179
"180",2012-06-28,5.28,2012,180
"181",2012-06-29,4.97333333333333,2012,181
"182",2012-06-30,4.66666666666667,2012,182
"183",2012-07-01,4.36,2012,183
"184",2012-07-02,4.05333333333333,2012,184
"185",2012-07-03,3.74666666666667,2012,185
"186",2012-07-04,3.44,2012,186
"187",2012-07-05,3.13333333333333,2012,187
"188",2012-07-06,2.82666666666667,2012,188
"189",2012-07-07,2.52,2012,189
"190",2012-07-08,2.21333333333333,2012,190
"191",2012-07-09,1.90666666666667,2012,191
"192",2012-07-10,1.6,2012,192
"193",2012-07-11,1.77692307692308,2012,193
"194",2012-07-12,1.95384615384615,2012,194
"195",2012-07-13,2.13076923076923,2012,195
"196",2012-07-14,2.30769230769231,2012,196
"197",2012-07-15,2.48461538461538,2012,197
"198",2012-07-16,2.66153846153846,2012,198
"199",2012-07-17,2.83846153846154,2012,199
"200",2012-07-18,3.01538461538462,2012,200
"201",2012-07-19,3.19230769230769,2012,201
"202",2012-07-20,3.36923076923077,2012,202
"203",2012-07-21,3.54615384615385,2012,203
"204",2012-07-22,3.72307692307692,2012,204
"205",2012-07-23,3.9,2012,205
"206",2012-07-24,3.82142857142857,2012,206
"207",2012-07-25,3.74285714285714,2012,207
"208",2012-07-26,3.66428571428571,2012,208
"209",2012-07-27,3.58571428571429,2012,209
"210",2012-07-28,3.50714285714286,2012,210
"211",2012-07-29,3.42857142857143,2012,211
"212",2012-07-30,3.35,2012,212
"213",2012-07-31,3.27142857142857,2012,213
"214",2012-08-01,3.19285714285714,2012,214
"215",2012-08-02,3.11428571428571,2012,215
"216",2012-08-03,3.03571428571429,2012,216
"217",2012-08-04,2.95714285714286,2012,217
"218",2012-08-05,2.87857142857143,2012,218
"219",2012-08-06,2.8,2012,219
"220",2012-08-07,2.89285714285714,2012,220
"221",2012-08-08,2.98571428571429,2012,221
"222",2012-08-09,3.07857142857143,2012,222
"223",2012-08-10,3.17142857142857,2012,223
"224",2012-08-11,3.26428571428571,2012,224
"225",2012-08-12,3.35714285714286,2012,225
"226",2012-08-13,3.45,2012,226
"227",2012-08-14,3.54285714285714,2012,227
"228",2012-08-15,3.63571428571429,2012,228
"229",2012-08-16,3.72857142857143,2012,229
"230",2012-08-17,3.82142857142857,2012,230
"231",2012-08-18,3.91428571428571,2012,231
"232",2012-08-19,4.00714285714286,2012,232
"233",2012-08-20,4.1,2012,233
"234",2012-08-21,4.09333333333333,2012,234
"235",2012-08-22,4.08666666666667,2012,235
"236",2012-08-23,4.08,2012,236
"237",2012-08-24,4.07333333333333,2012,237
"238",2012-08-25,4.06666666666667,2012,238
"239",2012-08-26,4.06,2012,239
"240",2012-08-27,4.05333333333333,2012,240
"241",2012-08-28,4.04666666666667,2012,241
"242",2012-08-29,4.04,2012,242
"243",2012-08-30,4.03333333333333,2012,243
"244",2012-08-31,4.02666666666667,2012,244
"245",2012-09-01,4.02,2012,245
"246",2012-09-02,4.01333333333333,2012,246
"247",2012-09-03,4.00666666666667,2012,247
"248",2012-09-04,4,2012,248
"249",2012-09-05,3.97454545454545,2012,249
"250",2012-09-06,3.94909090909091,2012,250
"251",2012-09-07,3.92363636363636,2012,251
"252",2012-09-08,3.89818181818182,2012,252
"253",2012-09-09,3.87272727272727,2012,253
"254",2012-09-10,3.84727272727273,2012,254
"255",2012-09-11,3.82181818181818,2012,255
"256",2012-09-12,3.79636363636364,2012,256
"257",2012-09-13,3.77090909090909,2012,257
"258",2012-09-14,3.74545454545455,2012,258
"259",2012-09-15,3.72,2012,259
"260",2012-09-16,3.69454545454545,2012,260
"261",2012-09-17,3.66909090909091,2012,261
"262",2012-09-18,3.64363636363636,2012,262
"263",2012-09-19,3.61818181818182,2012,263
"264",2012-09-20,3.59272727272727,2012,264
"265",2012-09-21,3.56727272727273,2012,265
"266",2012-09-22,3.54181818181818,2012,266
"267",2012-09-23,3.51636363636364,2012,267
"268",2012-09-24,3.49090909090909,2012,268
"269",2012-09-25,3.46545454545455,2012,269
"270",2012-09-26,3.44,2012,270
"271",2012-09-27,3.41454545454545,2012,271
"272",2012-09-28,3.38909090909091,2012,272
"273",2012-09-29,3.36363636363636,2012,273
"274",2012-09-30,3.33818181818182,2012,274
"275",2012-10-01,3.31272727272727,2012,275
"276",2012-10-02,3.28727272727273,2012,276
"277",2012-10-03,3.26181818181818,2012,277
"278",2012-10-04,3.23636363636364,2012,278
"279",2012-10-05,3.21090909090909,2012,279
"280",2012-10-06,3.18545454545455,2012,280
"281",2012-10-07,3.16,2012,281
"282",2012-10-08,3.13454545454545,2012,282
"283",2012-10-09,3.10909090909091,2012,283
"284",2012-10-10,3.08363636363636,2012,284
"285",2012-10-11,3.05818181818182,2012,285
"286",2012-10-12,3.03272727272727,2012,286
"287",2012-10-13,3.00727272727273,2012,287
"288",2012-10-14,2.98181818181818,2012,288
"289",2012-10-15,2.95636363636364,2012,289
"290",2012-10-16,2.93090909090909,2012,290
"291",2012-10-17,2.90545454545455,2012,291
"292",2012-10-18,2.88,2012,292
"293",2012-10-19,2.85454545454545,2012,293
"294",2012-10-20,2.82909090909091,2012,294
"295",2012-10-21,2.80363636363636,2012,295
"296",2012-10-22,2.77818181818182,2012,296
"297",2012-10-23,2.75272727272727,2012,297
"298",2012-10-24,2.72727272727273,2012,298
"299",2012-10-25,2.70181818181818,2012,299
"300",2012-10-26,2.67636363636364,2012,300
"301",2012-10-27,2.65090909090909,2012,301
"302",2012-10-28,2.62545454545455,2012,302
"303",2012-10-29,2.6,2012,303
"304",2012-10-30,2.65161290322581,2012,304
"305",2012-10-31,2.70322580645161,2012,305
"306",2012-11-01,2.75483870967742,2012,306
"307",2012-11-02,2.80645161290323,2012,307
"308",2012-11-03,2.85806451612903,2012,308
"309",2012-11-04,2.90967741935484,2012,309
"310",2012-11-05,2.96129032258065,2012,310
"311",2012-11-06,3.01290322580645,2012,311
"312",2012-11-07,3.06451612903226,2012,312
"313",2012-11-08,3.11612903225806,2012,313
"314",2012-11-09,3.16774193548387,2012,314
"315",2012-11-10,3.21935483870968,2012,315
"316",2012-11-11,3.27096774193548,2012,316
"317",2012-11-12,3.32258064516129,2012,317
"318",2012-11-13,3.3741935483871,2012,318
"319",2012-11-14,3.4258064516129,2012,319
"320",2012-11-15,3.47741935483871,2012,320
"321",2012-11-16,3.52903225806452,2012,321
"322",2012-11-17,3.58064516129032,2012,322
"323",2012-11-18,3.63225806451613,2012,323
"324",2012-11-19,3.68387096774194,2012,324
"325",2012-11-20,3.73548387096774,2012,325
"326",2012-11-21,3.78709677419355,2012,326
"327",2012-11-22,3.83870967741935,2012,327
"328",2012-11-23,3.89032258064516,2012,328
"329",2012-11-24,3.94193548387097,2012,329
"330",2012-11-25,3.99354838709677,2012,330
"331",2012-11-26,4.04516129032258,2012,331
"332",2012-11-27,4.09677419354839,2012,332
"333",2012-11-28,4.14838709677419,2012,333
"334",2012-11-29,4.2,2012,334
"335",2012-11-30,4.24533333333333,2012,335
"336",2012-12-01,4.29066666666667,2012,336
"337",2012-12-02,4.336,2012,337
"338",2012-12-03,4.38133333333333,2012,338
"339",2012-12-04,4.42666666666667,2012,339
"340",2012-12-05,4.472,2012,340
"341",2012-12-06,4.51733333333333,2012,341
"342",2012-12-07,4.56266666666667,2012,342
"343",2012-12-08,4.608,2012,343
"344",2012-12-09,4.65333333333333,2012,344
"345",2012-12-10,4.69866666666667,2012,345
"346",2012-12-11,4.744,2012,346
"347",2012-12-12,4.78933333333333,2012,347
"348",2012-12-13,4.83466666666667,2012,348
"349",2012-12-14,4.88,2012,349
"350",2012-12-15,4.92533333333333,2012,350
"351",2012-12-16,4.97066666666667,2012,351
"352",2012-12-17,5.016,2012,352
"353",2012-12-18,5.06133333333333,2012,353
"354",2012-12-19,5.10666666666667,2012,354
"355",2012-12-20,5.152,2012,355
"356",2012-12-21,5.19733333333333,2012,356
"357",2012-12-22,5.24266666666667,2012,357
"358",2012-12-23,5.288,2012,358
"359",2012-12-24,5.33333333333333,2012,359
"360",2012-12-25,5.37866666666667,2012,360
"361",2012-12-26,5.424,2012,361
"362",2012-12-27,5.46933333333333,2012,362
"363",2012-12-28,5.51466666666667,2012,363
"364",2012-12-29,5.56,2012,364
"365",2012-12-30,5.60533333333333,2012,365
"366",2012-12-31,5.65066666666667,2012,366
"367",2013-01-01,5.696,2013,1
"368",2013-01-02,5.74133333333333,2013,2
"369",2013-01-03,5.78666666666667,2013,3
"370",2013-01-04,5.832,2013,4
"371",2013-01-05,5.87733333333333,2013,5
"372",2013-01-06,5.92266666666667,2013,6
"373",2013-01-07,5.968,2013,7
"374",2013-01-08,6.01333333333333,2013,8
"375",2013-01-09,6.05866666666667,2013,9
"376",2013-01-10,6.104,2013,10
"377",2013-01-11,6.14933333333333,2013,11
"378",2013-01-12,6.19466666666667,2013,12
"379",2013-01-13,6.24,2013,13
"380",2013-01-14,6.28533333333333,2013,14
"381",2013-01-15,6.33066666666667,2013,15
"382",2013-01-16,6.376,2013,16
"383",2013-01-17,6.42133333333333,2013,17
"384",2013-01-18,6.46666666666667,2013,18
"385",2013-01-19,6.512,2013,19
"386",2013-01-20,6.55733333333333,2013,20
"387",2013-01-21,6.60266666666667,2013,21
"388",2013-01-22,6.648,2013,22
"389",2013-01-23,6.69333333333333,2013,23
"390",2013-01-24,6.73866666666667,2013,24
"391",2013-01-25,6.784,2013,25
"392",2013-01-26,6.82933333333333,2013,26
"393",2013-01-27,6.87466666666667,2013,27
"394",2013-01-28,6.92,2013,28
"395",2013-01-29,6.96533333333333,2013,29
"396",2013-01-30,7.01066666666667,2013,30
"397",2013-01-31,7.056,2013,31
"398",2013-02-01,7.10133333333333,2013,32
"399",2013-02-02,7.14666666666667,2013,33
"400",2013-02-03,7.192,2013,34
"401",2013-02-04,7.23733333333333,2013,35
"402",2013-02-05,7.28266666666667,2013,36
"403",2013-02-06,7.328,2013,37
"404",2013-02-07,7.37333333333333,2013,38
"405",2013-02-08,7.41866666666667,2013,39
"406",2013-02-09,7.464,2013,40
"407",2013-02-10,7.50933333333333,2013,41
"408",2013-02-11,7.55466666666667,2013,42
"409",2013-02-12,7.6,2013,43
"410",2013-02-13,7.67236842105263,2013,44
"411",2013-02-14,7.74473684210526,2013,45
"412",2013-02-15,7.81710526315789,2013,46
"413",2013-02-16,7.88947368421053,2013,47
"414",2013-02-17,7.96184210526316,2013,48
"415",2013-02-18,8.03421052631579,2013,49
"416",2013-02-19,8.10657894736842,2013,50
"417",2013-02-20,8.17894736842105,2013,51
"418",2013-02-21,8.25131578947368,2013,52
"419",2013-02-22,8.32368421052631,2013,53
"420",2013-02-23,8.39605263157895,2013,54
"421",2013-02-24,8.46842105263158,2013,55
"422",2013-02-25,8.54078947368421,2013,56
"423",2013-02-26,8.61315789473684,2013,57
"424",2013-02-27,8.68552631578947,2013,58
"425",2013-02-28,8.7578947368421,2013,59
"426",2013-03-01,8.83026315789474,2013,60
"427",2013-03-02,8.90263157894737,2013,61
"428",2013-03-03,8.975,2013,62
"429",2013-03-04,9.04736842105263,2013,63
"430",2013-03-05,9.11973684210526,2013,64
"431",2013-03-06,9.1921052631579,2013,65
"432",2013-03-07,9.26447368421053,2013,66
"433",2013-03-08,9.33684210526316,2013,67
"434",2013-03-09,9.40921052631579,2013,68
"435",2013-03-10,9.48157894736842,2013,69
"436",2013-03-11,9.55394736842105,2013,70
"437",2013-03-12,9.62631578947368,2013,71
"438",2013-03-13,9.69868421052632,2013,72
"439",2013-03-14,9.77105263157895,2013,73
"440",2013-03-15,9.84342105263158,2013,74
"441",2013-03-16,9.91578947368421,2013,75
"442",2013-03-17,9.98815789473684,2013,76
"443",2013-03-18,10.0605263157895,2013,77
"444",2013-03-19,10.1328947368421,2013,78
"445",2013-03-20,10.2052631578947,2013,79
"446",2013-03-21,10.2776315789474,2013,80
"447",2013-03-22,10.35,2013,81
"448",2013-03-23,10.4223684210526,2013,82
"449",2013-03-24,10.4947368421053,2013,83
"450",2013-03-25,10.5671052631579,2013,84
"451",2013-03-26,10.6394736842105,2013,85
"452",2013-03-27,10.7118421052632,2013,86
"453",2013-03-28,10.7842105263158,2013,87
"454",2013-03-29,10.8565789473684,2013,88
"455",2013-03-30,10.9289473684211,2013,89
"456",2013-03-31,11.0013157894737,2013,90
"457",2013-04-01,11.0736842105263,2013,91
"458",2013-04-02,11.1460526315789,2013,92
"459",2013-04-03,11.2184210526316,2013,93
"460",2013-04-04,11.2907894736842,2013,94
"461",2013-04-05,11.3631578947368,2013,95
"462",2013-04-06,11.4355263157895,2013,96
"463",2013-04-07,11.5078947368421,2013,97
"464",2013-04-08,11.5802631578947,2013,98
"465",2013-04-09,11.6526315789474,2013,99
"466",2013-04-10,11.725,2013,100
"467",2013-04-11,11.7973684210526,2013,101
"468",2013-04-12,11.8697368421053,2013,102
"469",2013-04-13,11.9421052631579,2013,103
"470",2013-04-14,12.0144736842105,2013,104
"471",2013-04-15,12.0868421052632,2013,105
"472",2013-04-16,12.1592105263158,2013,106
"473",2013-04-17,12.2315789473684,2013,107
"474",2013-04-18,12.3039473684211,2013,108
"475",2013-04-19,12.3763157894737,2013,109
"476",2013-04-20,12.4486842105263,2013,110
"477",2013-04-21,12.5210526315789,2013,111
"478",2013-04-22,12.5934210526316,2013,112
"479",2013-04-23,12.6657894736842,2013,113
"480",2013-04-24,12.7381578947368,2013,114
"481",2013-04-25,12.8105263157895,2013,115
"482",2013-04-26,12.8828947368421,2013,116
"483",2013-04-27,12.9552631578947,2013,117
"484",2013-04-28,13.0276315789474,2013,118
"485",2013-04-29,13.1,2013,119
"486",2013-04-30,12.88,2013,120
"487",2013-05-01,12.66,2013,121
"488",2013-05-02,12.44,2013,122
"489",2013-05-03,12.22,2013,123
"490",2013-05-04,12,2013,124
"491",2013-05-05,11.78,2013,125
"492",2013-05-06,11.56,2013,126
"493",2013-05-07,11.34,2013,127
"494",2013-05-08,11.12,2013,128
"495",2013-05-09,10.9,2013,129
"496",2013-05-10,10.68,2013,130
"497",2013-05-11,10.46,2013,131
"498",2013-05-12,10.24,2013,132
"499",2013-05-13,10.02,2013,133
"500",2013-05-14,9.8,2013,134
"501",2013-05-15,9.14285714285714,2013,135
"502",2013-05-16,8.48571428571429,2013,136
"503",2013-05-17,7.82857142857143,2013,137
"504",2013-05-18,7.17142857142857,2013,138
"505",2013-05-19,6.51428571428571,2013,139
"506",2013-05-20,5.85714285714286,2013,140
"507",2013-05-21,5.2,2013,141
"508",2013-05-22,4.54285714285714,2013,142
"509",2013-05-23,3.88571428571429,2013,143
"510",2013-05-24,3.22857142857143,2013,144
"511",2013-05-25,2.57142857142857,2013,145
"512",2013-05-26,1.91428571428571,2013,146
"513",2013-05-27,1.25714285714286,2013,147
"514",2013-05-28,0.6,2013,148
"515",2013-05-29,0.623076923076923,2013,149
"516",2013-05-30,0.646153846153846,2013,150
"517",2013-05-31,0.669230769230769,2013,151
"518",2013-06-01,0.692307692307692,2013,152
"519",2013-06-02,0.715384615384615,2013,153
"520",2013-06-03,0.738461538461539,2013,154
"521",2013-06-04,0.761538461538461,2013,155
"522",2013-06-05,0.784615384615385,2013,156
"523",2013-06-06,0.807692307692308,2013,157
"524",2013-06-07,0.830769230769231,2013,158
"525",2013-06-08,0.853846153846154,2013,159
"526",2013-06-09,0.876923076923077,2013,160
"527",2013-06-10,0.9,2013,161
"528",2013-06-11,1.22857142857143,2013,162
"529",2013-06-12,1.55714285714286,2013,163
"530",2013-06-13,1.88571428571429,2013,164
"531",2013-06-14,2.21428571428571,2013,165
"532",2013-06-15,2.54285714285714,2013,166
"533",2013-06-16,2.87142857142857,2013,167
"534",2013-06-17,3.2,2013,168
"535",2013-06-18,3.52857142857143,2013,169
"536",2013-06-19,3.85714285714286,2013,170
"537",2013-06-20,4.18571428571429,2013,171
"538",2013-06-21,4.51428571428571,2013,172
"539",2013-06-22,4.84285714285714,2013,173
"540",2013-06-23,5.17142857142857,2013,174
"541",2013-06-24,5.5,2013,175
"542",2013-06-25,5.90714285714286,2013,176
"543",2013-06-26,6.31428571428571,2013,177
"544",2013-06-27,6.72142857142857,2013,178
"545",2013-06-28,7.12857142857143,2013,179
"546",2013-06-29,7.53571428571429,2013,180
"547",2013-06-30,7.94285714285714,2013,181
"548",2013-07-01,8.35,2013,182
"549",2013-07-02,8.75714285714286,2013,183
"550",2013-07-03,9.16428571428571,2013,184
"551",2013-07-04,9.57142857142857,2013,185
"552",2013-07-05,9.97857142857143,2013,186
"553",2013-07-06,10.3857142857143,2013,187
"554",2013-07-07,10.7928571428571,2013,188
"555",2013-07-08,11.2,2013,189
"556",2013-07-09,11.4571428571429,2013,190
"557",2013-07-10,11.7142857142857,2013,191
"558",2013-07-11,11.9714285714286,2013,192
"559",2013-07-12,12.2285714285714,2013,193
"560",2013-07-13,12.4857142857143,2013,194
"561",2013-07-14,12.7428571428571,2013,195
"562",2013-07-15,13,2013,196
"563",2013-07-16,13.2571428571429,2013,197
"564",2013-07-17,13.5142857142857,2013,198
"565",2013-07-18,13.7714285714286,2013,199
"566",2013-07-19,14.0285714285714,2013,200
"567",2013-07-20,14.2857142857143,2013,201
"568",2013-07-21,14.5428571428571,2013,202
"569",2013-07-22,14.8,2013,203
"570",2013-07-23,14.5571428571429,2013,204
"571",2013-07-24,14.3142857142857,2013,205
"572",2013-07-25,14.0714285714286,2013,206
"573",2013-07-26,13.8285714285714,2013,207
"574",2013-07-27,13.5857142857143,2013,208
"575",2013-07-28,13.3428571428571,2013,209
"576",2013-07-29,13.1,2013,210
"577",2013-07-30,12.8571428571429,2013,211
"578",2013-07-31,12.6142857142857,2013,212
"579",2013-08-01,12.3714285714286,2013,213
"580",2013-08-02,12.1285714285714,2013,214
"581",2013-08-03,11.8857142857143,2013,215
"582",2013-08-04,11.6428571428571,2013,216
"583",2013-08-05,11.4,2013,217
"584",2013-08-06,10.975,2013,218
"585",2013-08-07,10.55,2013,219
"586",2013-08-08,10.125,2013,220
"587",2013-08-09,9.7,2013,221
"588",2013-08-10,9.275,2013,222
"589",2013-08-11,8.85,2013,223
"590",2013-08-12,8.425,2013,224
"591",2013-08-13,8,2013,225
"592",2013-08-14,7.575,2013,226
"593",2013-08-15,7.15,2013,227
"594",2013-08-16,6.725,2013,228
"595",2013-08-17,6.3,2013,229
"596",2013-08-18,5.875,2013,230
"597",2013-08-19,5.45,2013,231
"598",2013-08-20,5.025,2013,232
"599",2013-08-21,4.6,2013,233
"600",2013-08-22,4.73571428571429,2013,234
"601",2013-08-23,4.87142857142857,2013,235
"602",2013-08-24,5.00714285714286,2013,236
"603",2013-08-25,5.14285714285714,2013,237
"604",2013-08-26,5.27857142857143,2013,238
"605",2013-08-27,5.41428571428571,2013,239
"606",2013-08-28,5.55,2013,240
"607",2013-08-29,5.68571428571429,2013,241
"608",2013-08-30,5.82142857142857,2013,242
"609",2013-08-31,5.95714285714286,2013,243
"610",2013-09-01,6.09285714285714,2013,244
"611",2013-09-02,6.22857142857143,2013,245
"612",2013-09-03,6.36428571428571,2013,246
"613",2013-09-04,6.5,2013,247
"614",2013-09-05,6.59615384615385,2013,248
"615",2013-09-06,6.69230769230769,2013,249
"616",2013-09-07,6.78846153846154,2013,250
"617",2013-09-08,6.88461538461539,2013,251
"618",2013-09-09,6.98076923076923,2013,252
"619",2013-09-10,7.07692307692308,2013,253
"620",2013-09-11,7.17307692307692,2013,254
"621",2013-09-12,7.26923076923077,2013,255
"622",2013-09-13,7.36538461538461,2013,256
"623",2013-09-14,7.46153846153846,2013,257
"624",2013-09-15,7.55769230769231,2013,258
"625",2013-09-16,7.65384615384615,2013,259
"626",2013-09-17,7.75,2013,260
"627",2013-09-18,7.84615384615385,2013,261
