"","sampledate","year4","daynum","Qout_m3day","TotPexp_gday"
"192",2016-08-30,2016,"243",313161.374724973,68.0343086590004
"193",2016-10-04,2016,"278",677700.787490762,159.259685060329
"194",2016-11-09,2016,"314",829388.32837317,196.565033824441
"195",2017-02-06,2017,"037",533352.966328469,78.6695625334493
"196",2017-04-17,2017,"107",702166.51989115,68.3442079360719
"197",2017-05-03,2017,"123",680147.3607308,51.01105205481
"198",2017-05-15,2017,"135",658128.201570451,53.3083843272065
"199",2017-05-30,2017,"150",626322.749449946,53.8637564526953
"200",2017-06-12,2017,"163",469742.062087459,68.3474700337253
"201",2017-06-26,2017,"177",266676.483164235,18.134000855168
"202",2017-07-10,2017,"191",655681.628330412,128.021837931513
"203",2017-07-24,2017,"205",670361.067770645,30.8366091174497
"204",2017-08-07,2017,"219",650788.481850334,150.006745066502
"205",2017-08-23,2017,"235",609196.736769674,19.4942955766296
"206",2017-09-06,2017,"249",374325.705725944,90.5868207856785
"207",2017-09-25,2017,"268",318054.521205051,8.58747207253636
"208",2017-10-04,2017,"277",249550.470483963,70.6227831469615
"209",2017-11-02,2017,"306",526013.246608353,52.8643312841395
"210",2017-12-19,2017,"353",389005.145166177,47.8476328554398
"211",2018-01-23,2018,"023",357199.693045672,44.5606617074476
"212",2018-04-05,2018,"095",450169.476167149,66.1749129965708
"213",2018-04-20,2018,"110",371879.132485905,48.8091361387751
"214",2018-05-07,2018,"127",716845.959331383,60.9319065431676
"215",2018-05-14,2018,"134",1120530.54393779,136.704726360411
"216",2018-05-29,2018,"149",770670.570612238,65.5069985020402
"217",2018-06-11,2018,"162",376772.278965983,56.3745522402852
"218",2018-06-25,2018,"176",366985.986005828,28.9918928944604
"219",2018-07-09,2018,"190",342520.253605439,65.7638886922443
"220",2018-07-23,2018,"204",396344.864886294,16.250139460338
"221",2018-08-06,2018,"218",384111.9986861,77.6866517342636
"222",2018-08-22,2018,"234",1186588.02141884,28.4781125140522
"223",2018-09-04,2018,"247",1030007.33405636,224.7991006578
"224",2018-09-19,2018,"262",885659.512894064,21.2558283094575
"225",2018-10-02,2018,"275",890552.659374142,213.287361920107
"226",2018-10-18,2018,"291",1078938.79885713,87.3940427074278
"227",2018-10-29,2018,"302",1096064.81153741,135.912036630638
"228",2018-11-14,2018,"318",1074045.65237706,135.329752199509
"229",2018-11-30,2018,"334",851407.48753352,112.385788354425
