"","Yr","daynum_bin","sampledate.x","Chla_ugL","sampledate.y","CD_cellsmL"
"166",2017,198,NA,15.8074324324324,NA,1589983.125
"167",2017,199,NA,15.4330540540541,NA,1684066.75
"168",2017,200,NA,15.0586756756757,NA,1778150.375
"169",2017,201,NA,14.6842972972973,2017-07-20,1872234
"170",2017,202,NA,14.3099189189189,NA,1581314.83333333
"171",2017,203,NA,13.9355405405405,NA,1290395.66666667
"172",2017,204,NA,13.5611621621622,NA,999476.5
"173",2017,205,NA,13.1867837837838,NA,708557.333333333
"174",2017,206,NA,12.8124054054054,NA,417638.166666667
"175",2017,207,NA,12.438027027027,2017-07-26,126719
"176",2017,208,NA,12.0636486486486,NA,328999.25
"177",2017,209,NA,11.6892702702703,NA,531279.5
"178",2017,210,NA,11.3148918918919,NA,733559.75
"179",2017,211,NA,10.9405135135135,NA,935840
"180",2017,212,NA,10.5661351351351,NA,1138120.25
"181",2017,213,NA,10.1917567567568,NA,1340400.5
"182",2017,214,NA,9.81737837837838,NA,1542680.75
"183",2017,215,2017-08-03,9.443,2017-08-03,1744961
"184",2017,215,2017-08-03,89.638,2017-08-03,1744961
"185",2017,215,2017-08-03,86.757,2017-08-03,1744961
"186",2017,215,2017-08-03,76.197,2017-08-03,1744961
