Source,Site_ID,datetime,Qout_cfs,Qout_cfs_code,USGS_MeanSRP_mgL,USGS_MeanSRP_mgL_code,USGS_MeanTotP_mgL,USGS_MeanTotP_mgL_code,USGS_MeanSRP_lbday,USGS_MeanSRP_lbday_code,USGS_MeanTotP_lbday,USGS_MeanTotP_lbday_code
USGS,5427910,9/24/2017,23,A,0.0784,A,0.111,A,9.72,A,13.8,A
USGS,5427910,9/25/2017,22.2,A,0.0782,A,0.111,A,9.36,A,13.3,A
USGS,5427910,9/26/2017,22.2,A,0.078,A,0.111,A,9.36,A,13.3,A
USGS,5427910,9/27/2017,16.9,A,0.0778,A,0.111,A,7.1,A,10.1,A
USGS,5427910,9/28/2017,14.7,A,0.0775,A,0.111,A,6.15,A,8.77,A
USGS,5427910,9/29/2017,16.3,A:e,0.0773,A,0.11,A,6.82,A,9.73,A
USGS,5427910,9/30/2017,16.6,A,0.0771,A,0.11,A,6.87,A,9.81,A
USGS,5427910,10/1/2017,19.9,A,0.0786,A,0.113,A,8.45,A,12.1,A
USGS,5427910,10/2/2017,23.2,A,0.0817,A,0.119,A,10.2,A,14.9,A
USGS,5427910,10/3/2017,26.3,A,0.0859,A,0.127,A,12.2,A,18.2,A
USGS,5427910,10/4/2017,46.6,A,0.134,A,0.252,A,34.1,A,64.3,A
USGS,5427910,10/5/2017,39.9,A,0.109,A,0.22,A,23.7,A,47.7,A
USGS,5427910,10/6/2017,52.3,A,0.126,A,0.255,A,35.7,A,72.3,A
USGS,5427910,10/7/2017,55.4,A,0.128,A,0.256,A,38.3,A,76.7,A
USGS,5427910,10/8/2017,52,A,0.125,A,0.246,A,35.1,A,69,A
USGS,5427910,10/9/2017,47.1,A,0.114,A,0.223,A,28.9,A,56.8,A
USGS,5427910,10/10/2017,43.8,A,0.105,A,0.204,A,24.8,A,48.2,A
USGS,5427910,10/11/2017,52.3,A,0.122,A,0.22,A,34.6,A,62.3,A
USGS,5427910,10/12/2017,44.8,A,0.109,A,0.208,A,26.5,A,50.4,A
USGS,5427910,10/13/2017,42,A,0.0951,A,0.195,A,21.6,A,44.2,A
USGS,5427910,10/14/2017,48,A,0.112,A,0.211,A,29.2,A,54.8,A
USGS,5427910,10/15/2017,52.6,A,0.125,A,0.222,A,35.6,A,63.1,A
USGS,5427910,10/16/2017,47.2,A,0.122,A,0.215,A,31.1,A,54.8,A
USGS,5427910,10/17/2017,44.1,A,0.118,A,0.208,A,28.2,A,49.5,A
USGS,5427910,10/18/2017,42,A,0.115,A,0.2,A,26.1,A,45.5,A
USGS,5427910,10/19/2017,40.1,A,0.111,A,0.193,A,24.1,A,41.7,A
USGS,5427910,10/20/2017,38.3,A,0.108,A,0.185,A,22.3,A,38.4,A
USGS,5427910,10/21/2017,37,A,0.104,A,0.178,A,20.8,A,35.6,A
USGS,5427910,10/22/2017,37.3,A,0.101,A,0.174,A,20.3,A,35.1,A
USGS,5427910,10/23/2017,37.8,A,0.0984,A,0.175,A,20.1,A,35.6,A
USGS,5427910,10/24/2017,47.1,A,0.114,A,0.2,A,29,A,50.9,A
USGS,5427910,10/25/2017,44.6,A,0.109,A,0.197,A,26.3,A,47.5,A
USGS,5427910,10/26/2017,40.9,A,0.0992,A,0.187,A,21.9,A,41.3,A
USGS,5427910,10/27/2017,41.2,A,0.0894,A,0.177,A,19.9,A,39.5,A
USGS,5427910,10/28/2017,39.1,A,0.0795,A,0.167,A,16.8,A,35.3,A
USGS,5427910,10/29/2017,37.1,A,0.0696,A,0.158,A,14,A,31.6,A
USGS,5427910,10/30/2017,36.2,A,0.0598,A,0.148,A,11.7,A,28.9,A
USGS,5427910,10/31/2017,34,A,0.0499,A,0.138,A,9.18,A,25.4,A
USGS,5427910,11/1/2017,33.6,A,0.0449,A,0.132,A,8.13,A,23.9,A
USGS,5427910,11/2/2017,33.9,A,0.0447,A,0.13,A,8.18,A,23.9,A
USGS,5427910,11/3/2017,32.3,A,0.0444,A,0.129,A,7.76,A,22.5,A
USGS,5427910,11/4/2017,33.7,A,0.0442,A,0.127,A,8.04,A,23.1,A
USGS,5427910,11/5/2017,35.4,A,0.044,A,0.125,A,8.41,A,23.9,A
USGS,5427910,11/6/2017,33.2,A,0.0438,A,0.123,A,7.84,A,22.1,A
USGS,5427910,11/7/2017,33,A,0.0435,A,0.122,A,7.77,A,21.7,A
USGS,5427910,11/8/2017,32.7,A,0.0433,A,0.12,A,7.64,A,21.2,A
USGS,5427910,11/9/2017,32.2,A,0.0431,A,0.118,A,7.48,A,20.5,A
USGS,5427910,11/10/2017,30.5,A,0.0428,A,0.117,A,7.06,A,19.2,A
USGS,5427910,11/11/2017,30.7,A,0.0426,A,0.115,A,7.07,A,19,A
USGS,5427910,11/12/2017,30.1,A,0.0424,A,0.113,A,6.9,A,18.4,A
USGS,5427910,11/13/2017,29.2,A,0.0422,A,0.111,A,6.66,A,17.6,A
USGS,5427910,11/14/2017,29.5,A,0.042,A,0.11,A,6.69,A,17.5,A
USGS,5427910,11/15/2017,30.2,A,0.0419,A,0.11,A,6.84,A,17.9,A
USGS,5427910,11/16/2017,29.3,A,0.0418,A,0.11,A,6.63,A,17.4,A
USGS,5427910,11/17/2017,30.8,A,0.0418,A,0.11,A,6.95,A,18.3,A
USGS,5427910,11/18/2017,33.4,A,0.0417,A,0.11,A,7.53,A,19.9,A
USGS,5427910,11/19/2017,32,A,0.0416,A,0.11,A,7.21,A,19,A
USGS,5427910,11/20/2017,30.9,A,0.0416,A,0.11,A,6.95,A,18.4,A
USGS,5427910,11/21/2017,30.5,A,0.0415,A,0.11,A,6.85,A,18.1,A
USGS,5427910,11/22/2017,29.2,A,0.0414,A,0.11,A,6.53,A,17.3,A
USGS,5427910,11/23/2017,29.3,A,0.0414,A,0.11,A,6.55,A,17.4,A
USGS,5427910,11/24/2017,29,A,0.0413,A,0.11,A,6.48,A,17.3,A
USGS,5427910,11/25/2017,28.5,A,0.0412,A,0.11,A,6.34,A,16.9,A
USGS,5427910,11/26/2017,27.6,A,0.0412,A,0.11,A,6.14,A,16.4,A
USGS,5427910,11/27/2017,27,A,0.0411,A,0.11,A,5.99,A,16,A
USGS,5427910,11/28/2017,27.5,A,0.041,A,0.11,A,6.1,A,16.4,A
USGS,5427910,11/29/2017,26.6,A,0.041,A,0.11,A,5.89,A,15.8,A
USGS,5427910,11/30/2017,27.3,A,0.0409,A,0.11,A,6.03,A,16.2,A
USGS,5427910,12/1/2017,26.5,A,0.0408,A,0.11,A,5.84,A,15.8,A
USGS,5427910,12/2/2017,26.6,A,0.0407,A,0.11,A,5.86,A,15.8,A
USGS,5427910,12/3/2017,25.5,A,0.0407,A,0.11,A,5.61,A,15.2,A
USGS,5427910,12/4/2017,30.3,A,0.0406,A,0.11,A,6.65,A,18,A
USGS,5427910,12/5/2017,31.3,A,0.0405,A,0.11,A,6.86,A,18.6,A
USGS,5427910,12/6/2017,26.9,A,0.0405,A,0.11,A,5.89,A,16,A
USGS,5427910,12/7/2017,23.7,A,0.0404,A,0.11,A,5.16,A,14.1,A
USGS,5427910,12/8/2017,24.3,A,0.0403,A,0.11,A,5.3,A,14.5,A
USGS,5427910,12/9/2017,23.9,A,0.0403,A,0.11,A,5.21,A,14.2,A
USGS,5427910,12/10/2017,23.9,A,0.0402,A,0.11,A,5.19,A,14.2,A
USGS,5427910,12/11/2017,23.6,A,0.0401,A,0.11,A,5.1,A,14,A
USGS,5427910,12/12/2017,22.7,A,0.04,A,0.11,A,4.92,A,13.5,A
USGS,5427910,12/13/2017,23.9,A,0.04,A,0.11,A,5.17,A,14.2,A
USGS,5427910,12/14/2017,22.9,A,0.04,A,0.11,A,4.95,A,13.6,A
USGS,5427910,12/15/2017,23.8,A,0.04,A,0.11,A,5.14,A,14.1,A
USGS,5427910,12/16/2017,23.2,A,0.04,A,0.11,A,5.01,A,13.8,A
USGS,5427910,12/17/2017,24.1,A,0.04,A,0.11,A,5.21,A,14.3,A
USGS,5427910,12/18/2017,24.8,A,0.04,A,0.11,A,5.36,A,14.8,A
USGS,5427910,12/19/2017,25.1,A,0.04,A,0.11,A,5.42,A,14.9,A
USGS,5427910,12/20/2017,24.1,A,0.04,A,0.11,A,5.21,A,14.3,A
USGS,5427910,12/21/2017,23.7,A,0.04,A,0.11,A,5.11,A,14.1,A
USGS,5427910,12/22/2017,24,A,0.04,A,0.11,A,5.19,A,14.3,A
USGS,5427910,12/23/2017,23.1,A,0.04,A,0.11,A,4.99,A,13.7,A
USGS,5427910,12/24/2017,22.5,A,0.04,A,0.11,A,4.86,A,13.4,A
USGS,5427910,12/25/2017,20.7,A,0.04,A,0.11,A,4.48,A,12.3,A
USGS,5427910,12/26/2017,21.6,A,0.04,A,0.11,A,4.66,A,12.8,A
USGS,5427910,12/27/2017,21,A,0.04,A,0.11,A,4.53,A,12.5,A
USGS,5427910,12/28/2017,21.6,A,0.04,A,0.11,A,4.67,A,12.9,A
USGS,5427910,12/29/2017,22.7,A,0.04,A,0.11,A,4.9,A,13.5,A
USGS,5427910,12/30/2017,23.2,A,0.04,A,0.11,A,5.01,A,13.8,A
USGS,5427910,12/31/2017,23.7,A,0.04,A,0.11,A,5.11,A,14.1,A
USGS,5427910,1/1/2018,23.9,A,0.04,A,0.11,A,5.16,A,14.2,A
USGS,5427910,1/2/2018,24,A,0.04,A,0.11,A,5.19,A,14.3,A
USGS,5427910,1/3/2018,24.1,A:e,0.04,A,0.11,A,5.21,A,14.3,A
USGS,5427910,1/4/2018,23.5,A:e,0.04,A,0.11,A,5.07,A,13.9,A
USGS,5427910,1/5/2018,23.3,A:e,0.0441,A,0.116,A,5.54,A,14.6,A
USGS,5427910,1/6/2018,23.3,A:e,0.0552,A,0.132,A,6.94,A,16.6,A
USGS,5427910,1/7/2018,23.5,A:e,0.0666,A,0.149,A,8.43,A,18.9,A
USGS,5427910,1/8/2018,23.8,A:e,0.0779,A,0.166,A,10,A,21.3,A
USGS,5427910,1/9/2018,23.9,A:e,0.0892,A,0.182,A,11.5,A,23.5,A
USGS,5427910,1/10/2018,24.1,A:e,0.101,A,0.199,A,13.1,A,25.9,A
USGS,5427910,1/11/2018,24.4,A:e,0.111,A,0.213,A,14.6,A,28,A
USGS,5427910,1/12/2018,32.6,A:e,0.084,A,0.15,A,14.8,A,26.5,A
USGS,5427910,1/13/2018,34.9,A,0.0764,A,0.142,A,14.6,A,27.2,A
USGS,5427910,1/14/2018,30.3,A,0.0613,A,0.101,A,10,A,16.5,A
USGS,5427910,1/15/2018,29.4,A,0.061,A,0.1,A,9.67,A,15.9,A
USGS,5427910,1/16/2018,33.1,A,0.0612,A,0.1,A,10.9,A,17.9,A
USGS,5427910,1/17/2018,33.5,A,0.0624,A,0.101,A,11.3,A,18.3,A
USGS,5427910,1/18/2018,33.6,A,0.0637,A,0.102,A,11.6,A,18.5,A
USGS,5427910,1/19/2018,34.2,A,0.0649,A,0.103,A,12,A,19,A
USGS,5427910,1/20/2018,35.8,A,0.0662,A,0.104,A,12.8,A,20.1,A
USGS,5427910,1/21/2018,35.9,A,0.0677,A,0.105,A,13.1,A,20.4,A
USGS,5427910,1/22/2018,210,A,0.474,A,0.73,A,662,A,1020,A
USGS,5427910,1/23/2018,194,A,1.16,A,1.8,A,1170,A,1810,A
USGS,5427910,1/24/2018,93.4,A,1.35,A,2.14,A,680,A,1080,A
USGS,5427910,1/25/2018,74.2,A,1.33,A,2.04,A,538,A,823,A
USGS,5427910,1/26/2018,52.7,A,0.641,A,1.08,A,187,A,314,A
USGS,5427910,1/27/2018,36.3,A,0.104,A,0.273,A,23,A,59.9,A
USGS,5427910,1/28/2018,23.7,A,0.0441,A,0.13,A,5.64,A,16.6,A
USGS,5427910,1/29/2018,21.3,A,0.0442,A,0.13,A,5.09,A,15,A
USGS,5427910,1/30/2018,20.5,A,0.0443,A,0.13,A,4.9,A,14.4,A
USGS,5427910,1/31/2018,20.8,A,0.0444,A,0.13,A,4.98,A,14.6,A
USGS,5427910,2/1/2018,15.6,A:e,0.0445,A,0.13,A,3.75,A,10.9,A
USGS,5427910,2/2/2018,17,A,0.0446,A,0.13,A,4.09,A,11.9,A
USGS,5427910,2/3/2018,18.5,A,0.0448,A,0.13,A,4.48,A,13,A
USGS,5427910,2/4/2018,17.5,A,0.0449,A,0.13,A,4.24,A,12.3,A
USGS,5427910,2/5/2018,17.1,A,0.045,A,0.13,A,4.15,A,12,A
USGS,5427910,2/6/2018,18.4,A,0.0451,A,0.13,A,4.49,A,12.9,A
USGS,5427910,2/7/2018,20.1,A,0.0452,A,0.13,A,4.91,A,14.1,A
USGS,5427910,2/8/2018,19.4,A,0.0453,A,0.13,A,4.74,A,13.6,A
USGS,5427910,2/9/2018,21,A,0.0454,A,0.13,A,5.15,A,14.7,A
USGS,5427910,2/10/2018,21.2,A,0.0456,A,0.13,A,5.21,A,14.9,A
USGS,5427910,2/11/2018,22.9,A,0.0457,A,0.13,A,5.65,A,16.1,A
USGS,5427910,2/12/2018,20.9,A,0.0458,A,0.13,A,5.17,A,14.7,A
USGS,5427910,2/13/2018,22.8,A,0.0459,A,0.13,A,5.64,A,16,A
USGS,5427910,2/14/2018,25.6,A,0.0527,A,0.148,A,7.33,A,20.6,A
USGS,5427910,2/15/2018,31.8,A,0.0811,A,0.225,A,14,A,39,A
USGS,5427910,2/16/2018,39.9,A,0.093,A,0.258,A,20.1,A,55.6,A
USGS,5427910,2/17/2018,35.4,A,0.0788,A,0.22,A,15.1,A,42.2,A
USGS,5427910,2/18/2018,27.4,A,0.0643,A,0.182,A,9.52,A,26.9,A
USGS,5427910,2/19/2018,26.2,A,0.0644,A,0.216,A,11.1,A,40.9,A
USGS,5427910,2/20/2018,203,A:e,0.669,A,2.01,A,845,A,2370,A
USGS,5427910,2/21/2018,166,A:e,1.19,A,1.86,A,1060,A,1680,A
USGS,5427910,2/22/2018,104,A:e,1.16,A,1.89,A,656,A,1060,A
USGS,5427910,2/23/2018,110,A,1.05,A,1.86,A,633,A,1110,A
USGS,5427910,2/24/2018,131,A:e,1.04,A,1.94,A,747,A,1380,A
USGS,5427910,2/25/2018,233,A,1.05,A,2.02,A,1300,A,2560,A
USGS,5427910,2/26/2018,138,A:e,1.1,A,1.85,A,820,A,1370,A
USGS,5427910,2/27/2018,109,A,1.12,A,1.62,A,661,A,954,A
USGS,5427910,2/28/2018,92.9,A,0.907,A,1.34,A,457,A,674,A
USGS,5427910,3/1/2018,76.1,A,0.676,A,1.06,A,279,A,437,A
USGS,5427910,3/2/2018,61.4,A,0.455,A,0.787,A,152,A,263,A
USGS,5427910,3/3/2018,49.2,A,0.277,A,0.565,A,74.4,A,151,A
USGS,5427910,3/4/2018,41.4,A,0.196,A,0.426,A,43.9,A,95.5,A
USGS,5427910,3/5/2018,34,A,0.146,A,0.325,A,26.8,A,59.7,A
USGS,5427910,3/6/2018,33.3,A,0.135,A,0.3,A,24.3,A,53.9,A
USGS,5427910,3/7/2018,32.7,A,0.128,A,0.282,A,22.7,A,49.9,A
USGS,5427910,3/8/2018,29.7,A,0.122,A,0.264,A,19.5,A,42.4,A
USGS,5427910,3/9/2018,28.5,A,0.115,A,0.246,A,17.7,A,37.8,A
USGS,5427910,3/10/2018,27.9,A,0.108,A,0.228,A,16.3,A,34.3,A
USGS,5427910,3/11/2018,28,A,0.101,A,0.21,A,15.3,A,31.8,A
USGS,5427910,3/12/2018,30.3,A,0.0943,A,0.192,A,15.4,A,31.5,A
USGS,5427910,3/13/2018,30,A,0.0874,A,0.174,A,14.2,A,28.2,A
USGS,5427910,3/14/2018,28.4,A,0.0818,A,0.16,A,12.6,A,24.6,A
USGS,5427910,3/15/2018,28.8,A,0.0797,A,0.156,A,12.4,A,24.3,A
USGS,5427910,3/16/2018,27.5,A,0.0778,A,0.153,A,11.6,A,22.7,A
USGS,5427910,3/17/2018,26.2,A,0.076,A,0.15,A,10.8,A,21.2,A
USGS,5427910,3/18/2018,27,A,0.0741,A,0.147,A,10.8,A,21.4,A
USGS,5427910,3/19/2018,28,A,0.0722,A,0.143,A,10.9,A,21.7,A
USGS,5427910,3/20/2018,28.6,A,0.0703,A,0.14,A,10.8,A,21.6,A
USGS,5427910,3/21/2018,27.1,A,0.0684,A,0.137,A,10,A,20,A
USGS,5427910,3/22/2018,25.9,A,0.0665,A,0.134,A,9.3,A,18.7,A
USGS,5427910,3/23/2018,25.1,A,0.0646,A,0.13,A,8.76,A,17.7,A
USGS,5427910,3/24/2018,24.5,A,0.0627,A,0.127,A,8.29,A,16.8,A
USGS,5427910,3/25/2018,23.3,A,0.0608,A,0.124,A,7.67,A,15.6,A
USGS,5427910,3/26/2018,22.6,A,0.059,A,0.121,A,7.19,A,14.7,A
USGS,5427910,3/27/2018,30.4,A,0.0571,A,0.118,A,9.36,A,19.3,A
USGS,5427910,3/28/2018,29.7,A,0.0552,A,0.114,A,8.85,A,18.4,A
USGS,5427910,3/29/2018,30.6,A,0.0533,A,0.111,A,8.81,A,18.4,A
USGS,5427910,3/30/2018,29.2,A,0.0514,A,0.108,A,8.11,A,17.1,A
USGS,5427910,3/31/2018,30,A,0.0495,A,0.105,A,8.02,A,17,A
USGS,5427910,4/1/2018,28.3,A,0.0476,A,0.102,A,7.27,A,15.5,A
USGS,5427910,4/2/2018,23.7,A,0.0457,A,0.0984,A,5.85,A,12.6,A
USGS,5427910,4/3/2018,25.7,A,0.0438,A,0.0952,A,6.09,A,13.2,A
USGS,5427910,4/4/2018,26.6,A,0.042,A,0.092,A,6.04,A,13.2,A
USGS,5427910,4/5/2018,25.4,A,0.0401,A,0.0888,A,5.5,A,12.2,A
USGS,5427910,4/6/2018,26.4,A,0.0382,A,0.0856,A,5.44,A,12.2,A
USGS,5427910,4/7/2018,24.6,A,0.0363,A,0.0824,A,4.83,A,11,A
USGS,5427910,4/8/2018,21.9,A,0.0344,A,0.0792,A,4.06,A,9.34,A
USGS,5427910,4/9/2018,22.2,A,0.0325,A,0.076,A,3.9,A,9.12,A
USGS,5427910,4/10/2018,23.7,A,0.0306,A,0.0728,A,3.91,A,9.3,A
USGS,5427910,4/11/2018,23.1,A,0.0314,A,0.0756,A,3.92,A,9.44,A
USGS,5427910,4/12/2018,26.5,A,0.0415,A,0.1,A,5.97,A,14.4,A
USGS,5427910,4/13/2018,29.2,A,0.0525,A,0.127,A,8.31,A,20,A
USGS,5427910,4/14/2018,41.3,A,0.0634,A,0.153,A,14.2,A,34.2,A
USGS,5427910,4/15/2018,37.8,A,0.0668,A,0.16,A,13.6,A,32.6,A
USGS,5427910,4/16/2018,36.2,A,0.0647,A,0.153,A,12.7,A,29.9,A
USGS,5427910,4/17/2018,35.2,A,0.0626,A,0.146,A,11.9,A,27.7,A
USGS,5427910,4/18/2018,35.7,A,0.0605,A,0.138,A,11.7,A,26.7,A
USGS,5427910,4/19/2018,40,A,0.0619,A,0.144,A,13.6,A,31.9,A
USGS,5427910,4/20/2018,47.7,A,0.0754,A,0.195,A,19.4,A,50.1,A
USGS,5427910,4/21/2018,44.4,A,0.0724,A,0.186,A,17.4,A,44.8,A
USGS,5427910,4/22/2018,40.9,A,0.0695,A,0.178,A,15.4,A,39.4,A
USGS,5427910,4/23/2018,38.4,A,0.0666,A,0.17,A,13.8,A,35.4,A
USGS,5427910,4/24/2018,36.4,A,0.0636,A,0.162,A,12.5,A,31.9,A
USGS,5427910,4/25/2018,33.6,A,0.0607,A,0.154,A,11,A,28,A
USGS,5427910,4/26/2018,31.7,A,0.0577,A,0.146,A,9.87,A,25,A
USGS,5427910,4/27/2018,29.4,A,0.0548,A,0.138,A,8.7,A,21.9,A
USGS,5427910,4/28/2018,28.9,A,0.0518,A,0.13,A,8.09,A,20.3,A
USGS,5427910,4/29/2018,27.2,A,0.0489,A,0.122,A,7.18,A,17.9,A
USGS,5427910,4/30/2018,28.2,A,0.0459,A,0.114,A,6.99,A,17.3,A
USGS,5427910,5/1/2018,30.1,A,0.043,A,0.106,A,7,A,17.2,A
USGS,5427910,5/2/2018,89.2,A,0.0856,A,0.441,A,44.3,A,246,A
USGS,5427910,5/3/2018,95.6,A,0.127,A,0.407,A,69.6,A,232,A
USGS,5427910,5/4/2018,187,A,0.215,A,0.639,A,220,A,663,A
USGS,5427910,5/5/2018,107,A,0.137,A,0.399,A,79.7,A,231,A
USGS,5427910,5/6/2018,91.6,A,0.121,A,0.351,A,60.1,A,174,A
USGS,5427910,5/7/2018,74.9,A,0.117,A,0.331,A,47.2,A,134,A
USGS,5427910,5/8/2018,60.7,A,0.116,A,0.333,A,38,A,109,A
USGS,5427910,5/9/2018,78,A,0.122,A,0.349,A,52.2,A,149,A
USGS,5427910,5/10/2018,75.2,A,0.114,A,0.347,A,46.9,A,142,A
USGS,5427910,5/11/2018,92.4,A,0.118,A,0.348,A,60.9,A,176,A
USGS,5427910,5/12/2018,86.6,A,0.129,A,0.354,A,61,A,166,A
USGS,5427910,5/13/2018,97.3,A,0.152,A,0.363,A,80.6,A,191,A
USGS,5427910,5/14/2018,125,A,0.171,A,0.51,A,120,A,375,A
USGS,5427910,5/15/2018,81.2,A,0.133,A,0.3,A,58.6,A,132,A
USGS,5427910,5/16/2018,67.9,A,0.103,A,0.236,A,37.7,A,86.6,A
USGS,5427910,5/17/2018,57.3,A,0.0952,A,0.242,A,29.5,A,74.9,A
USGS,5427910,5/18/2018,48.1,A,0.0904,A,0.249,A,23.5,A,64.6,A
USGS,5427910,5/19/2018,44.8,A,0.0907,A,0.247,A,22,A,59.8,A
USGS,5427910,5/20/2018,48.2,A,0.0914,A,0.245,A,23.8,A,63.6,A
USGS,5427910,5/21/2018,49.9,A,0.097,A,0.255,A,26.4,A,69.2,A
USGS,5427910,5/22/2018,51.8,A,0.101,A,0.264,A,28.4,A,73.9,A
USGS,5427910,5/23/2018,42.9,A,0.0939,A,0.244,A,21.8,A,56.6,A
USGS,5427910,5/24/2018,39.4,A,0.093,A,0.239,A,19.8,A,50.8,A
USGS,5427910,5/25/2018,37.3,A,0.093,A,0.236,A,18.7,A,47.4,A
USGS,5427910,5/26/2018,34.7,A,0.093,A,0.232,A,17.4,A,43.6,A
USGS,5427910,5/27/2018,32.4,A,0.093,A,0.229,A,16.3,A,40.1,A
USGS,5427910,5/28/2018,30.6,A,0.093,A,0.226,A,15.4,A,37.3,A
USGS,5427910,5/29/2018,28.4,A,0.093,A,0.223,A,14.3,A,34.2,A
USGS,5427910,5/30/2018,37.6,A,0.0955,A,0.228,A,19.5,A,46.8,A
USGS,5427910,5/31/2018,38.8,A,0.0958,A,0.208,A,20.1,A,43.7,A
USGS,5427910,6/1/2018,34.4,A,0.0932,A,0.196,A,17.3,A,36.4,A
USGS,5427910,6/2/2018,33.9,A,0.0914,A,0.192,A,16.7,A,35.1,A
USGS,5427910,6/3/2018,36.6,A,0.0897,A,0.188,A,17.7,A,37.1,A
USGS,5427910,6/4/2018,32.4,A,0.088,A,0.183,A,15.4,A,32.1,A
USGS,5427910,6/5/2018,29.3,A,0.0862,A,0.179,A,13.7,A,28.4,A
USGS,5427910,6/6/2018,34.8,A,0.0845,A,0.175,A,15.8,A,32.9,A
USGS,5427910,6/7/2018,32.9,A,0.0827,A,0.171,A,14.7,A,30.5,A
USGS,5427910,6/8/2018,30.2,A:e,0.081,A,0.167,A,13.2,A,27.3,A
USGS,5427910,6/9/2018,25.7,A,0.0793,A,0.163,A,11,A,22.6,A
USGS,5427910,6/10/2018,48,A,0.0987,A,0.193,A,26.2,A,51.1,A
USGS,5427910,6/11/2018,35.1,A,0.113,A,0.176,A,21.4,A,33.5,A
USGS,5427910,6/12/2018,36,A,0.114,A,0.17,A,22.2,A,33,A
USGS,5427910,6/13/2018,33.9,A,0.114,A,0.17,A,20.9,A,31.1,A
USGS,5427910,6/14/2018,30.6,A,0.113,A,0.169,A,18.8,A,28,A
USGS,5427910,6/15/2018,25.2,A,0.11,A,0.166,A,15,A,22.6,A
USGS,5427910,6/16/2018,26.7,A,0.107,A,0.163,A,15.5,A,23.6,A
USGS,5427910,6/17/2018,23.9,A,0.104,A,0.16,A,13.4,A,20.7,A
USGS,5427910,6/18/2018,22.2,A,0.101,A,0.157,A,12.1,A,18.8,A
USGS,5427910,6/19/2018,73,A,0.146,A,0.251,A,58.6,A,102,A
USGS,5427910,6/20/2018,51,A,0.157,A,0.283,A,43.4,A,78.2,A
USGS,5427910,6/21/2018,47,A,0.149,A,0.274,A,37.7,A,69.5,A
USGS,5427910,6/22/2018,48.8,A,0.147,A,0.257,A,38.6,A,68,A
USGS,5427910,6/23/2018,40,A,0.145,A,0.24,A,31.3,A,51.8,A
USGS,5427910,6/24/2018,32.8,A,0.138,A,0.238,A,24.5,A,42.3,A
USGS,5427910,6/25/2018,28.1,A,0.132,A,0.231,A,20.1,A,35.1,A
USGS,5427910,6/26/2018,41,A,0.132,A,0.234,A,30,A,53.9,A
USGS,5427910,6/27/2018,69.5,A,0.165,A,0.297,A,61.7,A,112,A
USGS,5427910,6/28/2018,38.7,A,0.157,A,0.271,A,33,A,56.7,A
USGS,5427910,6/29/2018,32.8,A,0.141,A,0.257,A,25,A,45.4,A
USGS,5427910,6/30/2018,30.7,A,0.129,A,0.241,A,21.3,A,40,A
USGS,5427910,7/1/2018,30.6,A,0.121,A,0.232,A,20.2,A,38.5,A
USGS,5427910,7/2/2018,28.8,A,0.125,A,0.215,A,19.5,A,33.7,A
USGS,5427910,7/3/2018,24,A,0.118,A,0.195,A,15.3,A,25.2,A
USGS,5427910,7/4/2018,21.9,A,0.113,A,0.181,A,13.5,A,21.5,A
USGS,5427910,7/5/2018,22.6,A,0.113,A,0.18,A,13.8,A,22,A
USGS,5427910,7/6/2018,19.3,A,0.113,A,0.18,A,11.8,A,18.8,A
USGS,5427910,7/7/2018,18.1,A,0.113,A,0.18,A,11,A,17.6,A
USGS,5427910,7/8/2018,16.9,A,0.113,A,0.18,A,10.3,A,16.4,A
USGS,5427910,7/9/2018,16.6,A,0.113,A,0.18,A,10.1,A,16.1,A
USGS,5427910,7/10/2018,16.3,A,0.113,A,0.18,A,9.95,A,15.9,A
USGS,5427910,7/11/2018,14.6,A,0.113,A,0.18,A,8.9,A,14.2,A
USGS,5427910,7/12/2018,16.2,A,0.113,A,0.18,A,9.91,A,15.8,A
USGS,5427910,7/13/2018,15.5,A,0.113,A,0.18,A,9.45,A,15.1,A
USGS,5427910,7/14/2018,22.1,A,0.113,A,0.18,A,13.5,A,21.5,A
USGS,5427910,7/15/2018,19.6,A,0.113,A,0.18,A,12,A,19.1,A
USGS,5427910,7/16/2018,18.7,A,0.113,A,0.18,A,11.4,A,18.2,A
USGS,5427910,7/17/2018,16.7,A,0.113,A,0.18,A,10.2,A,16.2,A
USGS,5427910,7/18/2018,15.4,A,0.113,A,0.18,A,9.42,A,15,A
USGS,5427910,7/19/2018,16.6,A,0.113,A,0.18,A,10.2,A,16.2,A
USGS,5427910,7/20/2018,37.1,A,0.126,A,0.196,A,25.7,A,39.9,A
USGS,5427910,7/21/2018,37,A,0.129,A,0.199,A,25.9,A,39.8,A
USGS,5427910,7/22/2018,27.7,A,0.123,A,0.188,A,18.4,A,28.2,A
USGS,5427910,7/23/2018,22.2,A,0.116,A,0.177,A,14,A,21.3,A
USGS,5427910,7/24/2018,18.4,A,0.113,A,0.171,A,11.2,A,17,A
USGS,5427910,7/25/2018,17.3,A,0.113,A,0.169,A,10.6,A,15.8,A
USGS,5427910,7/26/2018,16,A,0.113,A,0.167,A,9.73,A,14.4,A
USGS,5427910,7/27/2018,14.4,A,0.113,A,0.166,A,8.81,A,12.9,A
USGS,5427910,7/28/2018,13.8,A,0.113,A,0.164,A,8.44,A,12.2,A
USGS,5427910,7/29/2018,14,A,0.113,A,0.162,A,8.53,A,12.2,A
