sampledate,Temp_max_F,Temp_min_F,Temp_avg_F,Temp_departure,HDD,CDD,Precipitation_in,New_snow_in,Snow_depth
1/1/2012,39,25,32,10.9,33,0,0.1,0.3,T
1/2/2012,25,13,19,-1.9,46,0,T,T,T
1/3/2012,28,8,18,-2.7,47,0,0,0,T
1/4/2012,36,23,29.5,8.9,35,0,0,0,T
1/5/2012,51,21,36,15.6,29,0,0,0,0
1/6/2012,49,34,41.5,21.3,23,0,0,0,0
1/7/2012,41,22,31.5,11.5,33,0,0,0,0
1/8/2012,40,17,28.5,8.6,36,0,0,0,0
1/9/2012,47,29,38,18.3,27,0,0,0,0
1/10/2012,51,21,36,16.4,29,0,0,0,0
1/11/2012,53,25,39,19.5,26,0,0,0,0
1/12/2012,34,15,24.5,5.2,40,0,0.36,5.2,0
1/13/2012,20,14,17,-2.2,48,0,T,0.2,5
1/14/2012,19,8,13.5,-5.6,51,0,T,0.1,5
1/15/2012,31,15,23,4,42,0,T,T,4
1/16/2012,42,27,34.5,15.5,30,0,0,0,4
1/17/2012,32,7,19.5,0.6,45,0,0.14,2.3,2
1/18/2012,23,-3,10,-8.8,55,0,0,0,4
1/19/2012,24,-8,8,-10.8,57,0,0.01,0.1,3
1/20/2012,6,-8,-1,-19.7,66,0,0.29,3.2,3
1/21/2012,21,-8,6.5,-12.2,58,0,0,0,5
1/22/2012,34,15,24.5,5.8,40,0,0.08,T,5
1/23/2012,34,26,30,11.3,35,0,0.35,0.7,4
1/24/2012,32,18,25,6.3,40,0,0,0,5
1/25/2012,33,17,25,6.2,40,0,T,T,4
1/26/2012,35,26,30.5,11.7,34,0,0,0,4
1/27/2012,39,23,31,12.1,34,0,0.01,0.1,4
1/28/2012,33,22,27.5,8.5,37,0,0.01,0.4,4
1/29/2012,27,12,19.5,0.4,45,0,0.05,0.8,5
1/30/2012,45,16,30.5,11.3,34,0,0,0,5
1/31/2012,50,36,43,23.7,22,0,0,0,4
2/1/2012,42,26,34,14.6,31,0,0,0,2
2/2/2012,33,22,27.5,7.9,37,0,0,0,1
2/3/2012,33,30,31.5,11.8,33,0,0,0,1
2/4/2012,43,24,33.5,13.6,31,0,0,0,1
2/5/2012,39,24,31.5,11.4,33,0,0,0,T
2/6/2012,37,24,30.5,10.2,34,0,0,0,T
2/7/2012,33,17,25,4.4,40,0,T,T,0
2/8/2012,33,13,23,2.2,42,0,0,0,0
2/9/2012,35,16,25.5,4.4,39,0,0,0,0
2/10/2012,32,10,21,-0.3,44,0,0.04,1,0
2/11/2012,20,6,13,-8.6,52,0,0,0,T
2/12/2012,34,13,23.5,1.6,41,0,0,0,T
2/13/2012,32,11,21.5,-0.7,43,0,0.11,1.3,T
2/14/2012,34,30,32,9.4,33,0,T,0.1,1
2/15/2012,48,32,40,17.1,25,0,0,0,1
2/16/2012,46,30,38,14.8,27,0,0,0,0
2/17/2012,44,21,32.5,8.9,32,0,0.03,0.3,0
2/18/2012,39,20,29.5,5.6,35,0,T,T,0
2/19/2012,41,15,28,3.7,37,0,0,0,0
2/20/2012,42,19,30.5,5.8,34,0,0,0,0
2/21/2012,44,32,38,13,27,0,0.04,0.6,1
2/22/2012,42,26,34,8.6,31,0,0,0,0
2/23/2012,40,21,30.5,4.7,34,0,0.13,2.5,0
2/24/2012,35,24,29.5,3.3,35,0,0.07,1.2,3
2/25/2012,29,17,23,-3.6,42,0,T,T,1
2/26/2012,46,16,31,4,34,0,0,0,1
2/27/2012,37,21,29,1.6,36,0,0,0,0
2/28/2012,38,21,29.5,1.7,35,0,0.21,T,0
2/29/2012,49,33,41,12.9,24,0,0.4,0.3,0
3/1/2012,37,34,35.5,7.2,29,0,0,0,0
3/2/2012,36,28,32,3.3,33,0,0.42,5.2,0
3/3/2012,32,26,29,-0.1,36,0,T,T,5
3/4/2012,28,20,24,-5.5,41,0,0.02,1.4,3
3/5/2012,32,10,21,-8.9,44,0,T,T,4
3/6/2012,65,30,47.5,17.2,17,0,0,0,2
3/7/2012,63,40,51.5,20.8,13,0,0.42,0,0
3/8/2012,41,33,37,5.8,28,0,0.01,0,0
3/9/2012,37,22,29.5,-2.1,35,0,0,0,0
3/10/2012,61,29,45,13,20,0,0,0,0
3/11/2012,65,41,53,20.6,12,0,0.04,0,0
3/12/2012,57,49,53,20.2,12,0,0.19,0,0
3/13/2012,68,43,55.5,22.3,9,0,0,0,0
3/14/2012,78,42,60,26.4,5,0,0,0,0
3/15/2012,82,47,64.5,30.5,0,0,0,0,0
3/16/2012,79,41,60,25.6,5,0,0,0,0
3/17/2012,80,60,70,35.2,0,5,0.08,T,0
3/18/2012,81,57,69,33.8,0,4,0,0,0
3/19/2012,73,61,67,31.4,0,2,0.16,0,0
3/20/2012,81,60,70.5,34.5,0,6,0,0,0
3/21/2012,83,58,70.5,34.1,0,6,0,0,0
3/22/2012,79,57,68,31.2,0,3,0.34,0,0
3/23/2012,63,56,59.5,22.3,5,0,0.12,0,0
3/24/2012,60,53,56.5,18.9,8,0,T,0,0
3/25/2012,70,39,54.5,16.6,10,0,0,0,0
3/26/2012,46,33,39.5,1.2,25,0,0.03,T,0
3/27/2012,73,39,56,17.3,9,0,0,0,0
3/28/2012,63,40,51.5,12.4,13,0,0,0,0
3/29/2012,55,33,44,4.5,21,0,0,0,0
3/30/2012,42,37,39.5,-0.4,25,0,0.78,0,0
3/31/2012,45,36,40.5,0.2,24,0,T,0,0
4/1/2012,61,35,48,7.4,17,0,0,0,0
4/2/2012,64,43,53.5,12.5,11,0,0,0,0
4/3/2012,63,44,53.5,12.1,11,0,0,0,0
4/4/2012,63,35,49,7.2,16,0,0,0,0
4/5/2012,53,33,43,0.8,22,0,0,0,0
4/6/2012,58,26,42,-0.6,23,0,0,0,0
4/7/2012,64,30,47,4,18,0,0.02,0,0
4/8/2012,62,38,50,6.6,15,0,T,0,0
4/9/2012,57,35,46,2.2,19,0,0,0,0
4/10/2012,45,29,37,-7.2,28,0,0,0,0
4/11/2012,57,29,43,-1.6,22,0,0,0,0
4/12/2012,62,35,48.5,3.6,16,0,0,0,0
4/13/2012,60,42,51,5.7,14,0,T,0,0
4/14/2012,73,51,62,16.3,3,0,0.37,0,0
4/15/2012,73,59,66,19.9,0,1,0.33,0,0
4/16/2012,65,40,52.5,6,12,0,T,0,0
4/17/2012,57,30,43.5,-3.4,21,0,0,0,0
4/18/2012,68,45,56.5,9.2,8,0,0,0,0
4/19/2012,54,39,46.5,-1.2,18,0,0.97,0,0
4/20/2012,49,33,41,-7.1,24,0,0.17,0,0
4/21/2012,54,29,41.5,-7,23,0,0,0,0
4/22/2012,54,32,43,-5.9,22,0,0,0,0
4/23/2012,61,28,44.5,-4.8,20,0,0,0,0
4/24/2012,66,35,50.5,0.8,14,0,0,0,0
4/25/2012,60,45,52.5,2.4,12,0,0.19,0,0
4/26/2012,59,33,46,-4.5,19,0,0,0,0
4/27/2012,56,30,43,-7.9,22,0,0,0,0
4/28/2012,44,38,41,-10.3,24,0,0.18,T,0
4/29/2012,56,34,45,-6.7,20,0,0.56,0,0
4/30/2012,57,43,50,-2.1,15,0,0.06,0,0
5/1/2012,66,39,52.5,0,12,0,0,0,0
5/2/2012,79,58,68.5,15.6,0,4,0.22,0,0
5/3/2012,81,65,73,19.8,0,8,0.08,0,0
5/4/2012,69,55,62,8.4,3,0,T,0,0
5/5/2012,63,52,57.5,3.5,7,0,0.02,0,0
5/6/2012,65,52,58.5,4.1,6,0,1.04,T,0
5/7/2012,71,52,61.5,6.7,3,0,0.01,0,0
5/8/2012,66,49,57.5,2.3,7,0,T,0,0
5/9/2012,64,46,55,-0.5,10,0,0,0,0
5/10/2012,69,38,53.5,-2.4,11,0,0,0,0
5/11/2012,79,50,64.5,8.2,0,0,0,0,0
5/12/2012,68,51,59.5,2.9,5,0,0,0,0
5/13/2012,75,43,59,2,6,0,0,0,0
5/14/2012,80,43,61.5,4.1,3,0,0,0,0
5/15/2012,86,51,68.5,10.8,0,4,0.01,0,0
5/16/2012,70,41,55.5,-2.6,9,0,0,0,0
5/17/2012,75,42,58.5,0,6,0,0,0,0
5/18/2012,86,55,70.5,11.7,0,6,0,0,0
5/19/2012,90,56,73,13.8,0,8,0,0,0
5/20/2012,88,55,71.5,12,0,7,0,0,0
5/21/2012,73,49,61,1.1,4,0,0,0,0
5/22/2012,74,42,58,-2.3,7,0,0,0,0
5/23/2012,82,52,67,6.4,0,2,0,0,0
5/24/2012,91,64,77.5,16.5,0,13,0.02,0,0
5/25/2012,74,57,65.5,4.2,0,1,0.01,0,0
5/26/2012,75,59,67,5.3,0,2,0.77,0,0
5/27/2012,94,65,79.5,17.5,0,15,0,0,0
5/28/2012,85,67,76,13.6,0,11,0.61,0,0
5/29/2012,74,54,64,1.3,1,0,0,0,0
5/30/2012,64,50,57,-6.1,8,0,0.04,0,0
5/31/2012,56,47,51.5,-11.9,13,0,0.36,0,0
6/1/2012,68,48,58,-5.8,7,0,0,0,0
6/2/2012,75,52,63.5,-0.6,1,0,0,0,0
6/3/2012,80,50,65,0.6,0,0,T,0,0
6/4/2012,82,59,70.5,5.7,0,6,T,0,0
6/5/2012,76,51,63.5,-1.6,1,0,0,0,0
6/6/2012,78,46,62,-3.4,3,0,0,0,0
6/7/2012,82,48,65,-0.7,0,0,0,0,0
6/8/2012,85,57,71,4.9,0,6,0,0,0
6/9/2012,88,69,78.5,12.1,0,14,0,0,0
6/10/2012,89,69,79,12.3,0,14,0,0,0
6/11/2012,84,65,74.5,7.5,0,10,0.1,0,0
6/12/2012,71,49,60,-7.3,5,0,0,0,0
6/13/2012,75,44,59.5,-8.1,5,0,0,0,0
6/14/2012,83,50,66.5,-1.4,0,2,0,0,0
6/15/2012,91,58,74.5,6.4,0,10,0,0,0
6/16/2012,85,71,78,9.6,0,13,0.02,0,0
6/17/2012,86,61,73.5,4.8,0,9,T,0,0
6/18/2012,93,74,83.5,14.6,0,19,T,0,0
6/19/2012,95,78,86.5,17.3,0,22,0,0,0
6/20/2012,94,71,82.5,13.1,0,18,0.1,0,0
6/21/2012,82,62,72,2.4,0,7,0.09,0,0
6/22/2012,84,61,72.5,2.6,0,8,0,0,0
6/23/2012,83,53,68,-2.1,0,3,T,0,0
6/24/2012,90,60,75,4.7,0,10,0,0,0
6/25/2012,79,53,66,-4.5,0,1,0,0,0
6/26/2012,83,46,64.5,-6.1,0,0,0,0,0
6/27/2012,94,65,79.5,8.7,0,15,0,0,0
6/28/2012,97,65,81,10,0,16,T,0,0
6/29/2012,92,57,74.5,3.4,0,10,0,0,0
6/30/2012,95,65,80,8.7,0,15,T,0,0
7/1/2012,95,62,78.5,7.1,0,14,0,0,0
7/2/2012,97,70,83.5,12,0,19,T,0,0
7/3/2012,96,78,87,15.4,0,22,T,0,0
7/4/2012,102,81,91.5,19.8,0,27,0,0,0
7/5/2012,104,75,89.5,17.7,0,25,0,0,0
7/6/2012,102,76,89,17.1,0,24,0,0,0
7/7/2012,89,72,80.5,8.6,0,16,0,0,0
7/8/2012,90,63,76.5,4.5,0,12,0,0,0
7/9/2012,91,61,76,4,0,11,0,0,0
7/10/2012,87,61,74,1.9,0,9,0,0,0
7/11/2012,89,55,72,-0.1,0,7,0,0,0
7/12/2012,92,57,74.5,2.4,0,10,0,0,0
7/13/2012,90,61,75.5,3.4,0,11,0.01,0,0
7/14/2012,92,73,82.5,10.4,0,18,T,0,0
7/15/2012,95,71,83,10.9,0,18,0,0,0
7/16/2012,98,70,84,11.9,0,19,0,0,0
7/17/2012,100,76,88,15.9,0,23,0,0,0
7/18/2012,93,70,81.5,9.4,0,17,1.43,0,0
7/19/2012,75,65,70,-2,0,5,T,0,0
7/20/2012,85,62,73.5,1.5,0,9,0,0,0
7/21/2012,87,64,75.5,3.5,0,11,0,0,0
7/22/2012,89,69,79,7.1,0,14,0.03,0,0
7/23/2012,98,77,87.5,15.6,0,23,T,0,0
7/24/2012,81,71,76,4.2,0,11,0.56,0,0
7/25/2012,98,66,82,10.2,0,17,1.21,0,0
7/26/2012,88,70,79,7.3,0,14,0.34,0,0
7/27/2012,81,64,72.5,0.8,0,8,0.14,0,0
7/28/2012,85,58,71.5,-0.1,0,7,0,0,0
7/29/2012,82,66,74,2.5,0,9,0.06,0,0
7/30/2012,90,65,77.5,6,0,13,0.22,0,0
7/31/2012,88,66,77,5.6,0,12,0,0,0
8/1/2012,90,63,76.5,5.2,0,12,0,0,0
8/2/2012,88,71,79.5,8.2,0,15,0,0,0
8/3/2012,91,67,79,7.8,0,14,0,0,0
8/4/2012,88,68,78,6.9,0,13,0.14,0,0
8/5/2012,78,56,67,-4,0,2,0,0,0
8/6/2012,82,52,67,-3.9,0,2,0,0,0
8/7/2012,92,63,77.5,6.6,0,13,0,0,0
8/8/2012,79,62,70.5,-0.3,0,6,0.18,0,0
8/9/2012,68,57,62.5,-8.2,2,0,0.4,0,0
8/10/2012,75,55,65,-5.6,0,0,0,0,0
8/11/2012,78,51,64.5,-6,0,0,0,0,0
8/12/2012,75,52,63.5,-6.9,1,0,T,0,0
8/13/2012,77,59,68,-2.3,0,3,0.07,0,0
8/14/2012,81,55,68,-2.2,0,3,0,0,0
8/15/2012,85,63,74,3.9,0,9,T,0,0
8/16/2012,75,60,67.5,-2.4,0,3,0.64,0,0
8/17/2012,74,50,62,-7.8,3,0,0,0,0
8/18/2012,76,44,60,-9.7,5,0,0,0,0
8/19/2012,76,48,62,-7.5,3,0,T,0,0
8/20/2012,76,49,62.5,-6.9,2,0,0,0,0
8/21/2012,80,47,63.5,-5.7,1,0,0,0,0
8/22/2012,85,53,69,-0.1,0,4,0,0,0
8/23/2012,89,68,78.5,9.6,0,14,T,0,0
8/24/2012,91,65,78,9.3,0,13,0,0,0
8/25/2012,91,65,78,9.5,0,13,0,0,0
8/26/2012,78,65,71.5,3.2,0,7,0.15,0,0
8/27/2012,87,60,73.5,5.4,0,9,0,0,0
8/28/2012,86,56,71,3.1,0,6,0,0,0
8/29/2012,87,62,74.5,6.8,0,10,0,0,0
8/30/2012,92,69,80.5,13.1,0,16,0,0,0
8/31/2012,92,67,79.5,12.3,0,15,0,0,0
9/1/2012,77,64,70.5,3.6,0,6,0,0,0
9/2/2012,87,62,74.5,7.8,0,10,0,0,0
9/3/2012,91,60,75.5,9.1,0,11,0.01,0,0
9/4/2012,93,62,77.5,11.4,0,13,0.32,0,0
9/5/2012,84,61,72.5,6.7,0,8,0.13,0,0
9/6/2012,82,57,69.5,4,0,5,0,0,0
9/7/2012,72,55,63.5,-1.7,1,0,0.03,0,0
9/8/2012,72,50,61,-3.9,4,0,0.39,0,0
9/9/2012,73,49,61,-3.5,4,0,0,0,0
9/10/2012,77,44,60.5,-3.7,4,0,0,0,0
9/11/2012,85,60,72.5,8.7,0,8,0,0,0
9/12/2012,86,60,73,9.5,0,8,0,0,0
9/13/2012,61,45,53,-10.1,12,0,0.02,0,0
9/14/2012,75,43,59,-3.7,6,0,0,0,0
9/15/2012,79,41,60,-2.4,5,0,0,0,0
9/16/2012,76,60,68,6,0,3,0,0,0
9/17/2012,70,48,59,-2.6,6,0,0.05,0,0
9/18/2012,60,35,47.5,-13.7,17,0,T,0,0
9/19/2012,75,34,54.5,-6.3,10,0,0.03,0,0
9/20/2012,68,43,55.5,-4.9,9,0,0,0,0
9/21/2012,59,42,50.5,-9.5,14,0,0.04,0,0
9/22/2012,58,38,48,-11.6,17,0,0.31,T,0
9/23/2012,60,34,47,-12.1,18,0,0,0,0
9/24/2012,71,32,51.5,-7.2,13,0,0,0,0
9/25/2012,81,45,63,4.7,2,0,0,0,0
9/26/2012,67,40,53.5,-4.4,11,0,0,0,0
9/27/2012,66,34,50,-7.5,15,0,0,0,0
9/28/2012,72,32,52,-5.1,13,0,0,0,0
9/29/2012,80,42,61,4.4,4,0,0,0,0
9/30/2012,70,39,54.5,-1.7,10,0,0,0,0
10/1/2012,67,38,52.5,-3.3,12,0,0,0,0
10/2/2012,73,39,56,0.6,9,0,0,0,0
10/3/2012,73,37,55,0,10,0,0,0,0
10/4/2012,65,44,54.5,-0.1,10,0,T,0,0
10/5/2012,51,37,44,-10.1,21,0,0,0,0
10/6/2012,48,37,42.5,-11.2,22,0,0,0,0
10/7/2012,51,37,44,-9.3,21,0,0,0,0
10/8/2012,61,37,49,-3.9,16,0,T,0,0
10/9/2012,61,40,50.5,-2,14,0,0.15,0,0
10/10/2012,51,34,42.5,-9.6,22,0,0,0,0
10/11/2012,62,36,49,-2.7,16,0,T,0,0
10/12/2012,53,24,38.5,-12.8,26,0,T,0,0
10/13/2012,63,42,52.5,1.6,12,0,0.86,0,0
10/14/2012,63,46,54.5,4,10,0,1.74,0,0
10/15/2012,60,39,49.5,-0.6,15,0,0,0,0
10/16/2012,69,41,55,5.3,10,0,T,0,0
10/17/2012,66,51,58.5,9.2,6,0,0.62,0,0
10/18/2012,51,44,47.5,-1.4,17,0,0.05,0,0
10/19/2012,53,40,46.5,-2,18,0,0.07,0,0
10/20/2012,59,37,48,-0.1,17,0,0,0,0
10/21/2012,67,34,50.5,2.8,14,0,0,0,0
10/22/2012,61,48,54.5,7.2,10,0,0.51,0,0
10/23/2012,66,55,60.5,13.6,4,0,0.15,0,0
10/24/2012,76,60,68,21.5,0,3,0,0,0
10/25/2012,70,38,54,7.9,11,0,0.41,0,0
10/26/2012,48,32,40,-5.7,25,0,0,0,0
10/27/2012,45,24,34.5,-10.8,30,0,0,0,0
10/28/2012,49,24,36.5,-8.3,28,0,0,0,0
10/29/2012,51,23,37,-7.4,28,0,0,0,0
10/30/2012,49,33,41,-3,24,0,0,0,0
10/31/2012,50,29,39.5,-4.1,25,0,0,0,0
11/1/2012,54,29,41.5,-1.6,23,0,0,0,0
11/2/2012,46,27,36.5,-6.2,28,0,0,0,0
11/3/2012,46,29,37.5,-4.8,27,0,T,T,0
11/4/2012,48,24,36,-5.9,29,0,0,0,0
11/5/2012,44,21,32.5,-8.9,32,0,0,0,0
11/6/2012,38,25,31.5,-9.5,33,0,0.14,0.1,0
11/7/2012,42,37,39.5,-1,25,0,0,0,0
11/8/2012,50,34,42,1.9,23,0,0,0,0
11/9/2012,50,32,41,1.4,24,0,0,0,0
11/10/2012,66,46,56,16.8,9,0,T,0,0
11/11/2012,63,33,48,9.3,17,0,0.73,0,0
11/12/2012,33,25,29,-9.3,36,0,T,T,0
11/13/2012,40,22,31,-6.8,34,0,0,0,0
11/14/2012,47,31,39,1.6,26,0,0,0,0
11/15/2012,53,30,41.5,4.6,23,0,0,0,0
11/16/2012,48,26,37,0.5,28,0,0,0,0
11/17/2012,53,31,42,6,23,0,0,0,0
11/18/2012,56,35,45.5,9.9,19,0,0,0,0
11/19/2012,53,36,44.5,9.4,20,0,0.03,0,0
11/20/2012,58,34,46,11.3,19,0,0,0,0
11/21/2012,56,34,45,10.7,20,0,0,0,0
11/22/2012,62,38,50,16.2,15,0,0,0,0
11/23/2012,39,26,32.5,-0.9,32,0,T,T,0
11/24/2012,32,23,27.5,-5.5,37,0,0,0,0
11/25/2012,40,23,31.5,-1,33,0,0,0,0
11/26/2012,33,14,23.5,-8.6,41,0,T,T,0
11/27/2012,33,11,22,-9.7,43,0,0,0,0
11/28/2012,43,23,33,1.7,32,0,0,0,0
11/29/2012,50,29,39.5,8.6,25,0,0,0,0
11/30/2012,45,37,41,10.5,24,0,0,0,0
12/1/2012,54,36,45,14.9,20,0,0.14,0,0
12/2/2012,56,39,47.5,17.8,17,0,T,0,0
12/3/2012,65,42,53.5,24.2,11,0,0.02,0,0
12/4/2012,54,27,40.5,11.6,24,0,0,0,0
12/5/2012,35,19,27,-1.6,38,0,0,0,0
12/6/2012,45,33,39,10.8,26,0,T,0,0
12/7/2012,41,33,37,9.1,28,0,0,0,0
12/8/2012,39,27,33,5.5,32,0,T,0.2,T
12/9/2012,35,31,33,5.8,32,0,0.36,3.4,T
12/10/2012,33,28,30.5,3.7,34,0,0.05,0.5,2
12/11/2012,33,20,26.5,0,38,0,T,T,2
12/12/2012,42,27,34.5,8.3,30,0,T,T,1
12/13/2012,45,26,35.5,9.6,29,0,0,0,1
12/14/2012,47,22,34.5,8.9,30,0,0,0,1
12/15/2012,46,37,41.5,16.2,23,0,0.42,0,0
12/16/2012,45,36,40.5,15.5,24,0,0.11,0,0
12/17/2012,36,26,31,6.3,34,0,T,T,0
12/18/2012,31,26,28.5,4.1,36,0,0.1,1.4,0
12/19/2012,34,23,28.5,4.3,36,0,0.17,1.9,1
12/20/2012,34,29,31.5,7.6,33,0,1.16,13.3,5
12/21/2012,29,11,20,-3.6,45,0,0,0,10
12/22/2012,26,3,14.5,-8.9,50,0,0,0,10
12/23/2012,24,4,14,-9.1,51,0,0,0,9
12/24/2012,24,11,17.5,-5.4,47,0,T,T,9
12/25/2012,19,8,13.5,-9.1,51,0,0,0,9
12/26/2012,26,17,21.5,-0.9,43,0,T,T,9
12/27/2012,26,21,23.5,1.3,41,0,T,0.1,9
12/28/2012,29,23,26,4,39,0,0.07,2.5,9
12/29/2012,25,13,19,-2.7,46,0,T,0.1,11
12/30/2012,31,9,20,-1.5,45,0,T,T,10
12/31/2012,32,3,17.5,-3.8,47,0,0,0,9
1/1/2013,15,-7,4,-17.1,61,0,0,0,9
1/2/2013,23,12,17.5,-3.4,47,0,T,T,9
1/3/2013,26,11,18.5,-2.2,46,0,T,T,9
1/4/2013,31,11,21,0.4,44,0,0,0,9
1/5/2013,36,10,23,2.6,42,0,T,T,9
1/6/2013,35,17,26,5.8,39,0,T,T,9
1/7/2013,36,14,25,5,40,0,0,0,9
1/8/2013,39,16,27.5,7.6,37,0,0,0,8
1/9/2013,41,21,31,11.3,34,0,0,0,8
1/10/2013,38,15,26.5,6.9,38,0,0.24,0,8
1/11/2013,48,34,41,21.5,24,0,0.04,0,7
1/12/2013,48,22,35,15.7,30,0,T,T,3
1/13/2013,22,12,17,-2.2,48,0,T,T,2
1/14/2013,26,8,17,-2.1,48,0,0,0,1
1/15/2013,29,10,19.5,0.5,45,0,0,0,1
1/16/2013,34,19,26.5,7.5,38,0,T,T,1
1/17/2013,27,11,19,0.1,46,0,0,0,1
1/18/2013,42,13,27.5,8.7,37,0,T,T,1
1/19/2013,45,16,30.5,11.7,34,0,T,T,1
1/20/2013,16,7,11.5,-7.2,53,0,T,0.1,1
1/21/2013,11,-3,4,-14.7,61,0,T,0.1,1
1/22/2013,8,-7,0.5,-18.2,64,0,T,T,1
1/23/2013,19,4,11.5,-7.2,53,0,0.02,1.2,1
1/24/2013,17,-1,8,-10.7,57,0,0,0,1
1/25/2013,26,14,20,1.2,45,0,0.04,0.6,1
1/26/2013,24,7,15.5,-3.3,49,0,0,0,2
1/27/2013,34,23,28.5,9.6,36,0,0.17,0.8,2
1/28/2013,41,33,37,18,28,0,0.07,0,2
1/29/2013,54,35,44.5,25.4,20,0,1.84,0,0
1/30/2013,35,16,25.5,6.3,39,0,0.43,5.8,0
1/31/2013,16,1,8.5,-10.8,56,0,0.02,0.3,5
2/1/2013,6,-6,0,-19.4,65,0,0.07,1.7,7
2/2/2013,11,5,8,-11.6,57,0,0.03,0.8,7
2/3/2013,19,8,13.5,-6.2,51,0,0.05,0.9,6
2/4/2013,17,8,12.5,-7.4,52,0,0.11,1.6,7
2/5/2013,30,4,17,-3.1,48,0,0.1,1.3,7
2/6/2013,34,-1,16.5,-3.8,48,0,T,0.1,7
2/7/2013,34,22,28,7.4,37,0,0.55,4.5,7
2/8/2013,25,4,14.5,-6.3,50,0,T,T,9
2/9/2013,29,2,15.5,-5.6,49,0,T,T,8
2/10/2013,44,16,30,8.7,35,0,0.65,0,8
2/11/2013,38,25,31.5,9.9,33,0,T,T,5
2/12/2013,30,21,25.5,3.6,39,0,T,T,5
2/13/2013,38,16,27,4.8,38,0,T,T,5
2/14/2013,36,27,31.5,8.9,33,0,0.01,0.2,4
2/15/2013,26,11,18.5,-4.4,46,0,0,0,4
2/16/2013,18,2,10,-13.2,55,0,T,T,4
2/17/2013,27,-1,13,-10.6,52,0,0,0,4
2/18/2013,45,23,34,10.1,31,0,0.18,0.8,4
2/19/2013,23,8,15.5,-8.8,49,0,T,0.3,4
2/20/2013,23,5,14,-10.7,51,0,0,0,4
2/21/2013,26,11,18.5,-6.5,46,0,0.04,0.5,3
2/22/2013,30,24,27,1.6,38,0,0.2,2.7,4
2/23/2013,29,22,25.5,-0.3,39,0,T,T,4
2/24/2013,38,12,25,-1.2,40,0,0,0,3
2/25/2013,39,15,27,0.4,38,0,0,0,3
2/26/2013,34,27,30.5,3.5,34,0,0.17,3.1,3
2/27/2013,33,29,31,3.6,34,0,0.25,4.2,8
2/28/2013,34,24,29,1.2,36,0,T,T,8
3/1/2013,26,5,15.5,-12.8,49,0,0.01,0.4,9
3/2/2013,27,4,15.5,-13.2,49,0,0,0,8
3/3/2013,28,-3,12.5,-16.6,52,0,0,0,8
3/4/2013,31,7,19,-10.5,46,0,0.01,0.1,8
3/5/2013,30,25,27.5,-2.4,37,0,0.52,6.4,8
3/6/2013,32,23,27.5,-2.8,37,0,0,0,11
3/7/2013,34,4,19,-11.7,46,0,0,0,11
3/8/2013,37,7,22,-9.2,43,0,0,0,11
3/9/2013,39,30,34.5,2.9,30,0,0.41,0.2,10
3/10/2013,40,34,37,5,28,0,0.93,T,8
3/11/2013,34,30,32,-0.4,33,0,0.02,0.3,6
3/12/2013,33,24,28.5,-4.3,36,0,0.01,0.7,6
3/13/2013,32,19,25.5,-7.7,39,0,T,T,6
3/14/2013,33,15,24,-9.6,41,0,0.02,0.2,6
3/15/2013,36,25,30.5,-3.5,34,0,0.13,T,6
3/16/2013,30,21,25.5,-8.9,39,0,T,T,5
3/17/2013,31,17,24,-10.8,41,0,0,0,5
3/18/2013,33,16,24.5,-10.7,40,0,0.3,3.5,5
3/19/2013,30,11,20.5,-15.1,44,0,T,T,8
3/20/2013,21,9,15,-21,50,0,0,0,8
3/21/2013,28,5,16.5,-19.9,48,0,0,0,7
3/22/2013,34,9,21.5,-15.3,43,0,0,0,7
3/23/2013,36,15,25.5,-11.7,39,0,0,0,5
3/24/2013,31,28,29.5,-8.1,35,0,0.04,3.4,5
3/25/2013,34,25,29.5,-8.4,35,0,0,0,7
3/26/2013,40,30,35,-3.3,30,0,0,0,7
3/27/2013,43,26,34.5,-4.2,30,0,0,0,6
3/28/2013,46,22,34,-5.1,31,0,0,0,5
3/29/2013,49,23,36,-3.5,29,0,0,0,4
3/30/2013,52,34,43,3.1,22,0,0.01,0,2
3/31/2013,47,31,39,-1.3,26,0,T,T,1
4/1/2013,36,25,30.5,-10.1,34,0,0,0,T
4/2/2013,41,24,32.5,-8.5,32,0,0,0,T
4/3/2013,44,20,32,-9.4,33,0,0,0,0
4/4/2013,58,32,45,3.2,20,0,0,0,0
4/5/2013,50,26,38,-4.2,27,0,0,0,0
4/6/2013,61,35,48,5.4,17,0,0.07,0,0
4/7/2013,55,37,46,3,19,0,0,0,0
4/8/2013,57,38,47.5,4.1,17,0,0.54,0,0
4/9/2013,41,35,38,-5.8,27,0,1.46,0,0
4/10/2013,38,32,35,-9.2,30,0,0.91,T,0
4/11/2013,39,35,37,-7.6,28,0,0.3,0,0
4/12/2013,41,34,37.5,-7.4,27,0,0.03,T,0
4/13/2013,39,32,35.5,-9.8,29,0,T,T,0
4/14/2013,54,32,43,-2.7,22,0,0.26,0.3,T
4/15/2013,59,39,49,2.9,16,0,0.4,0,0
4/16/2013,53,33,43,-3.5,22,0,0,0,0
4/17/2013,43,37,40,-6.9,25,0,1.29,0,0
4/18/2013,60,37,48.5,1.2,16,0,0.5,0,0
4/19/2013,40,30,35,-12.7,30,0,T,T,0
4/20/2013,45,27,36,-12.1,29,0,0,0,0
4/21/2013,53,33,43,-5.5,22,0,T,0,0
